name,omegaRefPu,terminal_V_re,terminal_V_im,extra
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpclAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsQlimRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsQlimTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulationsQlimTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulationsQlimUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsRpclAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousFourWindingsProportionalRegulationsRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsProportionalRegulationsTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulationsTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulationsUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousFourWindingsTGov1Dc1a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1Dc1aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1ScrxSpain,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1ScrxSpainTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1Sexs,governor_omegaRefPu,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1SexsPss2a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1VRBelgiumPssBelgium,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov1VRBelgiumPssBelgiumTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov3IEEX2A,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsTGov3IEEX2ATfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsVRKundur,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsVRKundurPssKundur,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousProportionalRegulationsInternalParameters,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindings,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGovHydro4St4b,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverAuguVRAugu,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverAuguVRAuguAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverAuguVRAuguTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRHydrH,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRHydrHAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRHydrHTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRRance,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRRanceAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverCmConstVRRanceTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverEdfTurHcVRHydrH,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverEdfTurHcVRHydrHAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverEdfTurHcVRHydrHTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRAmfa,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRAmfaAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRAmfaTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRGues,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRGuesAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverGeVRGuesTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydAVROrder0,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydAVROrder0AuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydAVROrder0Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydPidVRIeeeSt1a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydPidVRIeeeSt1aAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverHydPidVRIeeeSt1aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverItalyHyVRItalyPssItaly,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverItalyHyVRItalyPssItalyTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverItalyThVRItalyPssItaly,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverItalyThVRItalyPssItalyTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverNordicVRNordic,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverNordicVRNordicTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPjVRGmr3a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPjVRGmr3aAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPjVRGmr3aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropInt,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropIntAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpcl2AuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropIntQlimUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpcl2AuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsGoverPropVRPropIntRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverPropVRPropIntTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropIntTfoUva,generator_omegaRefPu_value,transformer_terminal1_V_re,transformer_terminal1_V_im,
GeneratorSynchronousThreeWindingsGoverPropVRPropIntUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsGoverSt1VRUnitrol,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverSt1VRUnitrolAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsGoverSt1VRUnitrolTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovBbSex1,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovBbSex1Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovScrx,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovScrxSpain,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovScrxSpainTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovScrxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovVRBelgium,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovVRBelgiumPssBelgium,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovVRBelgiumPssBelgiumTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsHyGovVRBelgiumTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIEEEG2BbSex1,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIEEEG2BbSex1Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIeeeG1IeeeT1,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIeeeG1IeeeT1Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIeeeG1Scrx,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsIeeeG1ScrxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstExAc1,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstExAc1Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstScrx,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstScrxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRContro,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRControAuxTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRControTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRItalyPssItaly,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRItalyPssItalyTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRNordic,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsPmConstVRNordicTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulations,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulationsAuxUva,generator_omegaRefPu_value,coupling_terminal1_V_re,coupling_terminal1_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulationsQlimUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsRpcl2TfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsRpcl2TfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsRpcl2Uva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsRpclTfoAuxUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsRpclTfoUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value
GeneratorSynchronousThreeWindingsProportionalRegulationsRpclUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,reactivePowerControlLoop_areaActive_value|reactivePowerControlLoop_groupParticipating_value|reactivePowerControlLoop_levelK_value|reactivePowerControlLoop_levelKValid_value|underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsProportionalRegulationsTfoAuxUva,generator_omegaRefPu_value,coupling_terminal1_V_re,coupling_terminal1_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulationsTfoUva,generator_omegaRefPu_value,transformer_terminal1_V_re,transformer_terminal1_V_im,
GeneratorSynchronousThreeWindingsProportionalRegulationsUva,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,underVoltageAutomaton_UMonitoredPu
GeneratorSynchronousThreeWindingsTGov3VRBelgium,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsTGov3VRBelgiumPssBelgium,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsTGov3VRBelgiumPssBelgiumTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousThreeWindingsTGov3VRBelgiumTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
IECWPP4ACurrentSource2015,WPP_omegaRefPu,WPP_terminal_V_re,WPP_terminal_V_im,
IECWPP4ACurrentSource2020,WPP_omegaRefPu,WPP_terminal_V_re,WPP_terminal_V_im,
IECWPP4BCurrentSource2015,WPP_omegaRefPu,WPP_terminal_V_re,WPP_terminal_V_im,
IECWPP4BCurrentSource2020,WPP_omegaRefPu,WPP_terminal_V_re,WPP_terminal_V_im,
