name,omegaRefPu,terminal_V_re,terminal_V_im,extra
GeneratorSynchronousFourWindingsPmConstDc1a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstDc1aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstEsSt4bPss2a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstEsSt4bPss2aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstIEEEX2,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstIEEEX2Tfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstIEEX2A,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstIEEX2ATfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt5bPss2b,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt5cPss2bScl1c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt5cPss2bScl2c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6bPss3b,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6cPss6c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6cPss6cOel2c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6cPss6cOel3c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6cPss6cOel4c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt6cPss6cOel5c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt7bPss2a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt7bPss2aUel1,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt7bPss2aUel2c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstSt9cPss2c,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRCh,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRChTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRDedc2PssGermany,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRDedc2PssGermanyTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRDest1Pss1aPGen,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRDest1Pss1aPGenTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRItalyPssItaly,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRItalyPssItalyTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRNordic,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRNordicTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRUnitrolChPss2a,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsPmConstVRUnitrolChPss2aTfo,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulations,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
GeneratorSynchronousFourWindingsProportionalRegulationsInternalParameters,generator_omegaRefPu_value,generator_terminal_V_re,generator_terminal_V_im,
